Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Quarter,Sales_Lag_1,Sales_Lag_2,Sales_Rolling_Mean_4,Sales_Rolling_Std_4,Season_Price_Factor,Price,Month_sin,Month_cos,Week_sin,Week_cos,Quarter_sin,Quarter_cos,Price_Holiday_Interaction,Price_Unemployment_Interaction,Temperature_Fuel_Interaction,CPI_Unemployment_Interaction,Season_Fall,Season_Spring,Season_Summer,Season_Winter,Holiday_Type_Holiday,Holiday_Type_Non-Holiday
1,2010-05-21,1399662.07,0,76.44,2.826,210.6170934,7.808,2010,5,20,2,1494251.5,1603955.12,1478640.8625,93897.10021693468,1.0,71.34,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,1.2246467991473532e-16,-1.0,0.0,557.02272,216.01944,1644.4982652672,0,1,0,0,0,1
1,2010-05-28,1432069.95,0,80.44,2.759,210.8967606,7.808,2010,5,21,2,1399662.07,1494251.5,1480742.35,91348.94221530124,1.0,71.87,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,1.2246467991473532e-16,-1.0,0.0,561.16096,221.93395999999998,1646.6819067647998,0,1,0,0,0,1
1,2010-06-04,1615524.71,0,80.69,2.705,211.1764278,7.808,2010,6,22,2,1432069.95,1399662.07,1482484.6600000001,89990.287577585,0.95,72.45,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0,0.0,565.6896,218.26645,1648.8655482624,0,0,1,0,0,1
1,2010-06-11,1542561.09,0,80.43,2.668,211.4560951,7.808,2010,6,23,2,1615524.71,1432069.95,1485377.0575,95229.32666829093,0.95,70.66,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,0.0,551.7132799999999,214.58724000000004,1651.0491905408,0,0,1,0,0,1
1,2010-06-18,1503284.06,0,84.11,2.637,211.4537719,7.808,2010,6,24,2,1542561.09,1615524.71,1497454.455,99688.97915495551,0.95,75.5,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,0.0,589.504,221.79807,1651.0310509951998,0,0,1,0,0,1
1,2010-06-25,1422711.6,0,84.34,2.653,211.3386526,7.808,2010,6,25,2,1503284.06,1542561.09,1523359.9525,76594.02113840076,0.95,71.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,0.0,554.3679999999999,223.75402,1650.1321995008,0,0,1,0,0,1
1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787,2010,7,26,3,1422711.6,1503284.06,1521020.365,80362.22961956474,0.95,69.17,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0,-1.0,-1.8369701987210297e-16,0.0,538.62679,215.94879,1644.7976538071,0,0,1,0,0,1
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,2010,7,27,3,1492418.14,1422711.6,1490243.7225,49908.1590025227,0.95,79.79,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,-1.0,-1.8369701987210297e-16,0.0,621.32473,212.62816,1643.901219818,0,0,1,0,0,1
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,2010,7,28,3,1546074.18,1492418.14,1491121.9949999999,51151.1505157524,0.95,73.44,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,-1.0,-1.8369701987210297e-16,0.0,571.8772799999999,218.10245000000003,1643.8387011098,0,0,1,0,0,1
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,2010,7,29,3,1448938.92,1546074.18,1477535.71,53982.923312969826,0.95,74.48,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,-1.0,-1.8369701987210297e-16,0.0,579.97576,217.40288,1644.8880686641,0,0,1,0,0,1
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,2010,7,30,3,1385065.2,1448938.92,1468124.1099999999,68149.999638958,0.95,69.04,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,-1.0,-1.8369701987210297e-16,0.0,537.6144800000001,216.0576,1645.9374362184,0,0,1,0,0,1
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,2010,8,31,3,1371986.6,1385065.2,1438016.225,79497.48283443978,0.95,72.27,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566,-1.0,-1.8369701987210297e-16,0.0,562.76649,228.96931999999998,1646.9868037727,0,0,1,0,0,1
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,2010,8,32,3,1605491.78,1371986.6,1452870.625,107157.94638036599,0.95,74.93,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,-1.0,-1.8369701987210297e-16,0.0,583.47991,234.204,1648.0361721057,0,0,1,0,0,1
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,2010,8,33,3,1508237.76,1605491.78,1467695.335,110482.95440917117,0.95,70.14,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,-1.0,-1.8369701987210297e-16,0.0,546.18018,230.83560000000003,1647.7553900171001,0,0,1,0,0,1
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,2010,8,34,3,1513080.49,1508237.76,1499699.1575,96184.79455497241,0.95,75.67,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,-1.0,-1.8369701987210297e-16,0.0,589.24229,223.19118,1647.4746087071999,0,0,1,0,0,1
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,9,35,3,1449142.92,1513080.49,1518988.2374999998,64579.93880643019,1.02,77.2,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,-1.0,-1.8369701987210297e-16,0.0,601.1564,209.27817,1647.1938273973,1,0,0,0,0,1
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,36,3,1540163.53,1449142.92,1502656.175,38341.8421315514,1.02,78.39,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,78.39,610.42293,201.83984999999998,1646.9130460874,1,0,0,0,1,0
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,37,3,1507460.69,1540163.53,1502461.9074999997,38306.08693123155,1.02,77.21,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,0.0,601.2342699999999,212.00802,1647.1253929052,1,0,0,0,0,1
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,38,3,1430378.67,1507460.69,1481786.4525000001,50909.756642819135,1.02,87.15,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,0.0,678.63705,212.38656,1647.7075879602,1,0,0,0,0,1
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,39,4,1351791.03,1430378.67,1457448.48,84141.29386439834,1.02,79.63,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.0,624.13994,187.12967,1659.0850537009999,1,0,0,0,0,1
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,40,4,1453329.5,1351791.03,1435739.9725,64625.643279204,1.02,75.58,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,-2.4492935982947064e-16,1.0,0.0,592.39604,168.32769,1659.6710609872,1,0,0,0,0,1
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,41,4,1508239.93,1453329.5,1435934.7824999997,64914.436049298434,1.02,83.4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,-2.4492935982947064e-16,1.0,0.0,653.6892,182.72960000000003,1660.1961223368,1,0,0,0,0,1
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,42,4,1459409.1,1508239.93,1443192.39,65704.22044353338,1.02,75.24,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,-2.4492935982947064e-16,1.0,0.0,589.7311199999999,190.3685,1660.5688200206,1,0,0,0,0,1
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,4,1345454.0,1459409.1,1441608.1325,68652.94005579707,1.02,80.93,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,-2.4492935982947064e-16,1.0,0.0,634.3293400000001,189.14224000000002,1660.9415177044,1,0,0,0,0,1
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,44,4,1384209.22,1345454.0,1424328.0625,73263.2694652367,1.02,72.16,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,-2.4492935982947064e-16,1.0,0.0,565.59008,157.95186,1661.3142153882,1,0,0,0,0,1
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,4,1551659.28,1384209.22,1435182.9,90927.16391393858,1.02,74.82,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,-2.4492935982947064e-16,1.0,0.0,586.4391599999999,162.61608,1661.686913072,1,0,0,0,0,1
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,4,1494479.49,1551659.28,1443950.4975,95611.96084137315,1.02,81.09,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,-2.4492935982947064e-16,1.0,0.0,635.58342,142.45710999999997,1660.7912624606001,1,0,0,0,0,1
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,4,1483784.18,1494479.49,1478533.0425,69585.18456978211,1.02,83.12,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,-2.4492935982947064e-16,1.0,83.12,651.4945600000001,176.46219999999997,1659.6842202054,1,0,0,0,1,0
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,48,4,1955624.11,1483784.18,1621386.765,224808.40198094718,1.05,83.12,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,-2.4492935982947064e-16,1.0,0.0,651.4945600000001,133.42316000000002,1658.577178734,0,0,0,1,0,1
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,49,4,1548033.78,1955624.11,1620480.39,225190.21958121235,1.05,82.43,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,-2.4492935982947064e-16,1.0,0.0,646.0863400000001,131.71618999999998,1657.4701364788,0,0,0,1,0,1
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,4,1682614.26,1548033.78,1667514.0825,209179.04855628056,1.05,81.76,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,0.0,640.83488,142.99096000000003,1656.9948385912,0,0,0,1,0,1
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,4,1891034.93,1682614.26,1769326.77,187979.80557788635,1.05,76.93,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,-2.4492935982947064e-16,1.0,0.0,602.97734,151.02438,1656.9933478036,0,0,0,1,0,1
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,52,4,2387950.2,1891034.93,1877408.2925,368452.1719959125,1.05,80.28,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,80.28,629.23464,142.52949,1656.9918577998,0,0,0,1,1,0
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,1,1367320.01,2387950.2,1832229.85,428489.2565505778,1.05,81.48,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,1.0,6.123233995736766e-17,0.0,630.81816,143.65152,1636.6955117898,0,0,0,1,0,1
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,1,1444732.28,1367320.01,1772759.355,470613.6815621626,1.05,87.84,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,1.0,6.123233995736766e-17,0.0,680.05728,105.5982,1637.1032751878001,0,0,0,1,0,1
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,1,1391013.96,1444732.28,1647754.1125000003,494525.666395813,1.05,84.99,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,1.0,6.123233995736766e-17,0.0,657.99258,132.82464,1639.9664479505998,0,0,0,1,0,1
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,1,1327405.42,1391013.96,1382617.9175,49027.656863276796,1.05,76.18,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,1.0,6.123233995736766e-17,0.0,589.78556,131.92829999999998,1642.8296207134,0,0,0,1,0,1
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,1,1316899.31,1327405.42,1370012.7425,59611.18760559322,1.05,84.83,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1.0,6.123233995736766e-17,0.0,656.75386,126.34503000000001,1645.6927942504,0,0,0,1,0,1
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,1,1606629.58,1316899.31,1410487.0675,134799.00547446244,1.05,82.0,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.0,6.123233995736766e-17,82.0,634.844,109.97058,1648.5559670132002,0,0,0,1,1,0
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,1,1649614.93,1606629.58,1475137.31,177573.11444171303,1.05,80.86,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,1.0,6.123233995736766e-17,0.0,626.01812,174.6612,1650.9651279926,0,0,0,1,0,1
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,8,1,1686842.78,1649614.93,1564996.65,168614.2774516193,1.05,86.34,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,1.0,6.123233995736766e-17,0.0,668.44428,192.7885,1653.192684878,0,0,0,1,0,1
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,9,1,1456800.28,1686842.78,1599971.8924999998,100918.14784923608,1.0,84.73,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17,0.0,655.9796600000001,195.89903999999999,1655.4202417634,0,1,0,0,0,1
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,10,1,1636263.41,1456800.28,1607380.35,102642.7886173674,1.0,84.96,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,0.0,657.76032,185.26404000000002,1657.6477986488,0,1,0,0,0,1
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,11,1,1553191.63,1636263.41,1583274.525,100722.259369,1.0,77.88,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,0.0,602.94696,218.90688,1659.5961116588,0,1,0,0,0,1
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,12,1,1576818.06,1553191.63,1555768.3450000002,74663.38536161272,1.0,79.99,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,0.0,619.2825799999999,243.00581,1661.4327269638002,0,1,0,0,0,1
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,13,2,1541102.38,1576818.06,1576843.87,42298.79810902612,1.0,82.78,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16,1.2246467991473532e-16,-1.0,0.0,635.91596,208.51508,1650.3791122848002,0,1,0,0,0,1
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,2,1495064.75,1541102.38,1541544.205,34353.27399302004,1.0,85.76,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,1.2246467991473532e-16,-1.0,0.0,658.8083200000001,245.71648000000002,1652.2014939398,0,1,0,0,0,1
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,2,1614259.35,1495064.75,1556811.135,50859.137162884435,1.0,80.24,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,1.2246467991473532e-16,-1.0,0.0,616.40368,266.76360999999997,1653.8720385602,0,1,0,0,0,1
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,2,1559889.0,1614259.35,1552578.87,49320.392792910694,1.0,81.67,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,1.2246467991473532e-16,-1.0,0.0,627.38894,277.87293,1655.1629925146,0,1,0,0,0,1
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,2,1564819.81,1559889.0,1558508.2275,48904.68656360464,1.0,77.89,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,1.2246467991473532e-16,-1.0,0.0,598.35098,274.4343,1656.4539457008,0,1,0,0,0,1
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,2,1455090.69,1564819.81,1548514.7125,66946.83452985478,1.0,77.84,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,1.2246467991473532e-16,-1.0,0.0,597.9668800000001,252.36666,1657.744898887,0,1,0,0,0,1
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,2,1629391.28,1455090.69,1552297.695,72127.32710260303,1.0,86.13,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,1.2246467991473532e-16,-1.0,0.0,661.65066,294.92036,1659.0358520732002,0,1,0,0,0,1
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,2,1604775.58,1629391.28,1563519.34,77027.38296939983,1.0,88.41,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,1.2246467991473532e-16,-1.0,0.0,679.16562,264.23041,1657.2679749764002,0,1,0,0,0,1
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,2,1428218.27,1604775.58,1529368.955,102370.80690586701,1.0,82.06,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,1.2246467991473532e-16,-1.0,0.0,630.3849200000001,294.24792,1655.5000978796002,0,1,0,0,0,1
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,2,1466046.67,1428218.27,1532107.95,99836.18093564716,0.95,81.86,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0,0.0,628.84852,307.017,1653.7322200146,0,0,1,0,0,1
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,2,1635078.41,1466046.67,1533529.7325,101706.39531884459,0.95,79.18,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,0.0,608.2607600000001,303.25824,1651.9643429178,0,0,1,0,0,1
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,2,1588948.32,1635078.41,1529572.9175,98260.19211085142,0.95,75.23,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,0.0,577.91686,314.27317,1651.6150938472001,0,0,1,0,0,1
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,2,1532114.86,1588948.32,1555547.065,73030.28506357533,0.95,79.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,0.0,606.878,300.38651999999996,1652.3298163724,0,0,1,0,0,1
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,3,1438830.15,1532114.86,1548742.935,84513.5105789499,0.95,83.31,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0,-1.0,-1.8369701987210297e-16,0.0,663.31422,301.4782,1713.2960972015999,0,0,1,0,0,1
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,3,1488538.09,1438830.15,1512107.855,63848.500850862445,0.95,77.08,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,-1.0,-1.8369701987210297e-16,0.0,613.71096,298.6884,1714.0368705348,0,0,1,0,0,1
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,3,1534849.64,1488538.09,1498583.185,45132.98170164172,0.95,83.6,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,-1.0,-1.8369701987210297e-16,0.0,665.6231999999999,316.5305,1714.7051474694,0,0,1,0,0,1
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,3,1455119.97,1534849.64,1479334.4625000001,42401.189724443655,0.95,67.6,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,-1.0,-1.8369701987210297e-16,0.0,538.2312,313.14626999999996,1715.1921806208,0,0,1,0,0,1
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,3,1396926.82,1455119.97,1468858.63,58037.43221744261,0.95,81.1,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,-1.0,-1.8369701987210297e-16,0.0,645.7181999999999,319.70806,1715.6792145683999,0,0,1,0,0,1
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,3,1352219.79,1396926.82,1434779.0550000002,78902.25754504606,0.95,78.24,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566,-1.0,-1.8369701987210297e-16,0.0,622.94688,337.63860000000005,1716.166248516,0,0,1,0,0,1
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,3,1624383.75,1352219.79,1457162.5825,119175.5398666774,0.95,76.59,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,-1.0,-1.8369701987210297e-16,0.0,609.80958,330.18488,1716.6532824636,0,0,1,0,0,1
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,3,1525147.09,1624383.75,1474669.3625,123828.10601510033,0.95,77.83,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,-1.0,-1.8369701987210297e-16,0.0,619.68246,319.64676,1717.1590517934,0,0,1,0,0,1
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,3,1530761.43,1525147.09,1508128.0150000001,113467.60320528776,0.95,69.68,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,-1.0,-1.8369701987210297e-16,0.0,554.7921600000001,309.88308,1717.6679438196002,0,0,1,0,0,1
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,3,1464693.46,1530761.43,1536246.4324999999,65932.52931605662,1.02,82.19,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,-1.0,-1.8369701987210297e-16,0.0,654.3967799999999,310.30339,1718.1768358457998,1,0,0,0,0,1
