Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Day_of_Week,Quarter,Holiday_Type,Season,Sales_Lag_1,Sales_Lag_2,Sales_Rolling_Mean_4,Sales_Rolling_Std_4,Base_Price,Season_Price_Factor,Price
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,2010,7,29,4,3,Non-Holiday,Summer,1448938.92,1546074.18,1468124.1099999999,68149.99963895802,96.44444444444444,0.95,89.13
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,2010,7,30,4,3,Non-Holiday,Summer,1385065.2,1448938.92,1438016.225,79497.4828344398,96.44444444444444,0.95,92.13
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,2010,8,31,4,3,Non-Holiday,Summer,1371986.6,1385065.2,1452870.625,107157.94638036602,96.44444444444444,0.95,86.35
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,2010,8,32,4,3,Non-Holiday,Summer,1605491.78,1371986.6,1467695.335,110482.9544091712,96.44444444444444,0.95,93.34
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,2010,8,33,4,3,Non-Holiday,Summer,1508237.76,1605491.78,1499699.1575,96184.79455497244,96.44444444444444,0.95,88.87
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,2010,8,34,4,3,Non-Holiday,Summer,1513080.49,1508237.76,1518988.2374999998,64579.938806430226,96.44444444444444,0.95,90.29
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,9,35,4,3,Non-Holiday,Fall,1449142.92,1513080.49,1502656.175,38341.842131551464,96.44444444444444,1.02,95.41
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,36,4,3,Holiday,Fall,1540163.53,1449142.92,1502461.9074999997,38306.08693123161,96.44444444444444,1.02,107.48
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,37,4,3,Non-Holiday,Fall,1507460.69,1540163.53,1481786.4525000001,50909.75664281918,96.44444444444444,1.02,98.31
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,38,4,3,Non-Holiday,Fall,1430378.67,1507460.69,1457448.48,84141.29386439837,96.44444444444444,1.02,93.17
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,39,4,4,Non-Holiday,Fall,1351791.03,1430378.67,1435739.9725,64625.64327920404,96.44444444444444,1.02,102.42
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,40,4,4,Non-Holiday,Fall,1453329.5,1351791.03,1435934.7824999997,64914.43604929847,96.44444444444444,1.02,92.37
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,41,4,4,Non-Holiday,Fall,1508239.93,1453329.5,1443192.39,65704.22044353343,96.44444444444444,1.02,99.4
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,42,4,4,Non-Holiday,Fall,1459409.1,1508239.93,1441608.1325,68652.94005579711,96.44444444444444,1.02,88.73
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,4,4,Non-Holiday,Fall,1345454.0,1459409.1,1424328.0625,73263.26946523674,96.44444444444444,1.02,91.84
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,44,4,4,Non-Holiday,Fall,1384209.22,1345454.0,1435182.9,90927.16391393862,96.44444444444444,1.02,99.34
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,4,4,Non-Holiday,Fall,1551659.28,1384209.22,1443950.4975,95611.96084137318,96.44444444444444,1.02,102.01
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,4,4,Non-Holiday,Fall,1494479.49,1551659.28,1478533.0425,69585.18456978216,96.44444444444444,1.02,99.22
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,4,4,Holiday,Fall,1483784.18,1494479.49,1621386.765,224808.4019809472,96.44444444444444,1.02,97.8
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,48,4,4,Non-Holiday,Winter,1955624.11,1483784.18,1620480.39,225190.21958121238,96.44444444444444,1.05,99.74
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,49,4,4,Non-Holiday,Winter,1548033.78,1955624.11,1667514.0825,209179.04855628058,96.44444444444444,1.05,93.78
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,4,4,Non-Holiday,Winter,1682614.26,1548033.78,1769326.77,187979.80557788638,96.44444444444444,1.05,97.62
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,4,4,Non-Holiday,Winter,1891034.93,1682614.26,1877408.2925,368452.17199591256,96.44444444444444,1.05,98.93
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,52,4,4,Holiday,Winter,2387950.2,1891034.93,1832229.85,428489.2565505779,96.44444444444444,1.05,106.62
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,4,1,Non-Holiday,Winter,1367320.01,2387950.2,1772759.355,470613.6815621626,96.44444444444444,1.05,103.01
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,4,1,Non-Holiday,Winter,1444732.28,1367320.01,1647754.1125000003,494525.666395813,96.44444444444444,1.05,92.34
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,4,1,Non-Holiday,Winter,1391013.96,1444732.28,1382617.9175,49027.656863276796,96.44444444444444,1.05,102.91
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,4,1,Non-Holiday,Winter,1327405.42,1391013.96,1370012.7425,59611.18760559322,96.44444444444444,1.05,99.32
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,4,1,Non-Holiday,Winter,1316899.31,1327405.42,1410487.0675,134799.00547446244,96.44444444444444,1.05,97.84
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,4,1,Holiday,Winter,1606629.58,1316899.31,1475137.31,177573.11444171303,96.44444444444444,1.05,104.36
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,4,1,Non-Holiday,Winter,1649614.93,1606629.58,1564996.65,168614.2774516193,96.44444444444444,1.05,106.49
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,8,4,1,Non-Holiday,Winter,1686842.78,1649614.93,1599971.8924999998,100918.14784923608,96.44444444444444,1.05,105.98
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,9,4,1,Non-Holiday,Spring,1456800.28,1686842.78,1607380.35,102642.7886173674,96.44444444444444,1.0,92.4
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,10,4,1,Non-Holiday,Spring,1636263.41,1456800.28,1583274.525,100722.259369,96.44444444444444,1.0,94.95
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,11,4,1,Non-Holiday,Spring,1553191.63,1636263.41,1555768.3450000002,74663.38536161272,96.44444444444444,1.0,98.04
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,12,4,1,Non-Holiday,Spring,1576818.06,1553191.63,1576843.87,42298.79810902612,96.44444444444444,1.0,101.15
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,13,4,2,Non-Holiday,Spring,1541102.38,1576818.06,1541544.205,34353.27399302004,96.44444444444444,1.0,94.13
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,4,2,Non-Holiday,Spring,1495064.75,1541102.38,1556811.135,50859.137162884435,96.44444444444444,1.0,95.55
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,4,2,Non-Holiday,Spring,1614259.35,1495064.75,1552578.87,49320.392792910694,96.44444444444444,1.0,91.11
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,4,2,Non-Holiday,Spring,1559889.0,1614259.35,1558508.2275,48904.68656360464,96.44444444444444,1.0,90.68
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,4,2,Non-Holiday,Spring,1564819.81,1559889.0,1548514.7125,66946.83452985478,96.44444444444444,1.0,100.36
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,4,2,Non-Holiday,Spring,1455090.69,1564819.81,1552297.695,72127.32710260303,96.44444444444444,1.0,102.98
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,4,2,Non-Holiday,Spring,1629391.28,1455090.69,1563519.34,77027.38296939983,96.44444444444444,1.0,96.1
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,4,2,Non-Holiday,Spring,1604775.58,1629391.28,1529368.955,102370.80690586701,96.44444444444444,1.0,101.28
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,4,2,Non-Holiday,Spring,1428218.27,1604775.58,1532107.95,99836.18093564716,96.44444444444444,1.0,98.19
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,4,2,Non-Holiday,Summer,1466046.67,1428218.27,1533529.7325,101706.39531884459,96.44444444444444,0.95,88.67
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,4,2,Non-Holiday,Summer,1635078.41,1466046.67,1529572.9175,98260.19211085142,96.44444444444444,0.95,93.28
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,4,2,Non-Holiday,Summer,1588948.32,1635078.41,1555547.065,73030.28506357533,96.44444444444444,0.95,98.67
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,4,2,Non-Holiday,Summer,1532114.86,1588948.32,1548742.935,84513.5105789499,96.44444444444444,0.95,91.46
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,4,3,Non-Holiday,Summer,1438830.15,1532114.86,1512107.855,63848.500850862445,96.44444444444444,0.95,98.79
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,4,3,Non-Holiday,Summer,1488538.09,1438830.15,1498583.185,45132.98170164172,96.44444444444444,0.95,79.62
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,4,3,Non-Holiday,Summer,1534849.64,1488538.09,1479334.4625000001,42401.189724443655,96.44444444444444,0.95,95.39
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,4,3,Non-Holiday,Summer,1455119.97,1534849.64,1468858.63,58037.43221744261,96.44444444444444,0.95,92.02
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,4,3,Non-Holiday,Summer,1396926.82,1455119.97,1434779.0550000002,78902.25754504606,96.44444444444444,0.95,90.25
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,4,3,Non-Holiday,Summer,1352219.79,1396926.82,1457162.5825,119175.5398666774,96.44444444444444,0.95,92.04
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,4,3,Non-Holiday,Summer,1624383.75,1352219.79,1474669.3625,123828.10601510033,96.44444444444444,0.95,82.52
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,4,3,Non-Holiday,Summer,1525147.09,1624383.75,1508128.0150000001,113467.60320528776,96.44444444444444,0.95,90.62
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,4,3,Non-Holiday,Summer,1530761.43,1525147.09,1536246.4324999999,65932.52931605662,96.44444444444444,0.95,93.26
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,4,3,Non-Holiday,Fall,1464693.46,1530761.43,1517707.8,36940.958732966385,96.44444444444444,1.02,105.64
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,4,3,Holiday,Fall,1550229.22,1464693.46,1521538.8375,38721.342383566014,96.44444444444444,1.02,95.82
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,4,3,Non-Holiday,Fall,1540471.24,1550229.22,1517413.425,38287.85456008505,96.44444444444444,1.02,94.4
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,4,3,Non-Holiday,Fall,1514259.78,1540471.24,1496245.1275,78957.74497687885,96.44444444444444,1.02,95.91
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,4,3,Non-Holiday,Fall,1380020.27,1514259.78,1457328.28,81792.63036397507,96.44444444444444,1.02,102.88
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,4,4,Non-Holiday,Fall,1394561.83,1380020.27,1479957.9575,117285.00580521044,96.44444444444444,1.02,99.99
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,4,4,Non-Holiday,Fall,1630989.95,1394561.83,1474774.4949999999,115711.30667479933,96.44444444444444,1.02,95.77
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,4,4,Non-Holiday,Fall,1493525.93,1630989.95,1505410.1225,96965.59255011339,96.44444444444444,1.02,100.9
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,4,4,Non-Holiday,Fall,1502562.78,1493525.93,1518081.9375,79365.57758354135,96.44444444444444,1.02,98.85
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,4,4,Non-Holiday,Fall,1445249.09,1502562.78,1534641.845,111273.5684345579,96.44444444444444,1.02,103.14
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,4,4,Non-Holiday,Fall,1697229.58,1445249.09,1559995.085,110332.05812747712,96.44444444444444,1.02,94.92
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,4,4,Non-Holiday,Fall,1594938.89,1697229.58,1569225.315,105358.03691148979,96.44444444444444,1.02,96.76
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,4,4,Holiday,Fall,1539483.7,1594938.89,1716243.2075,221252.7136182967,96.44444444444444,1.02,96.44
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,4,4,Non-Holiday,Winter,2033320.66,1539483.7,1687956.8,231489.63818826282,96.44444444444444,1.05,93.86
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,4,4,Non-Holiday,Winter,1584083.95,2033320.66,1739142.6725,226651.46314464236,96.44444444444444,1.05,102.77
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,4,4,Non-Holiday,Winter,1799682.38,1584083.95,1824565.915,187291.29446403368,96.44444444444444,1.05,102.59
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,4,4,Non-Holiday,Winter,1881176.67,1799682.38,1883782.9975,286477.93220376415,96.44444444444444,1.05,101.29
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,4,4,Holiday,Winter,2270188.99,1881176.67,1862127.69,318201.6369551573,96.44444444444444,1.05,100.08
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,4,1,Non-Holiday,Winter,1497462.72,2270188.99,1799799.575,356609.57176319556,96.44444444444444,1.05,94.1
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,4,1,Non-Holiday,Winter,1550369.92,1497462.72,1694405.7,385656.3269904229,96.44444444444444,1.05,99.14
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,4,1,Non-Holiday,Winter,1459601.17,1550369.92,1475456.9125,65622.25371977451,96.44444444444444,1.05,99.53
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,4,1,Non-Holiday,Winter,1394393.84,1459601.17,1430922.6300000001,98112.80171398,96.44444444444444,1.05,97.2
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,5,4,1,Non-Holiday,Winter,1319325.59,1394393.84,1452415.0625,135350.36507618325,96.44444444444444,1.05,100.45
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,4,1,Holiday,Winter,1636339.65,1319325.59,1538134.1275,222156.21572786308,96.44444444444444,1.05,103.31
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,7,4,1,Non-Holiday,Winter,1802477.43,1636339.65,1644503.1675,232031.96150547982,96.44444444444444,1.05,110.82
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,8,4,1,Non-Holiday,Winter,1819870.0,1802477.43,1699518.7275,135053.59847206002,96.44444444444444,1.05,102.15
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,9,4,1,Non-Holiday,Spring,1539387.83,1819870.0,1712539.0050000001,129321.15310977964,96.44444444444444,1.0,97.69
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,10,4,1,Non-Holiday,Spring,1688420.76,1539387.83,1680777.4375,114636.7671005024,96.44444444444444,1.0,96.09
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,11,4,1,Non-Holiday,Spring,1675431.16,1688420.76,1645178.1324999998,70757.10297962656,96.44444444444444,1.0,87.19
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,12,4,1,Non-Holiday,Spring,1677472.78,1675431.16,1638098.1925,84878.58274285388,96.44444444444444,1.0,96.32
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,13,4,1,Non-Holiday,Spring,1511068.07,1677472.78,1628394.16,79239.059691568,96.44444444444444,1.0,96.73
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,14,4,2,Non-Holiday,Spring,1649604.63,1511068.07,1684455.59,160879.6494375326,96.44444444444444,1.0,108.32
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,15,4,2,Non-Holiday,Spring,1899676.88,1649604.63,1670345.32,164138.3726400529,96.44444444444444,1.0,95.52
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,16,4,2,Non-Holiday,Spring,1621031.7,1899676.88,1672972.77,160788.79931627135,96.44444444444444,1.0,97.9
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,17,4,2,Non-Holiday,Spring,1521577.87,1621031.7,1627803.705,191908.1233551689,96.44444444444444,1.0,96.28
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,18,4,2,Non-Holiday,Spring,1468928.37,1521577.87,1574014.4825,96978.99308632269,96.44444444444444,1.0,90.81
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,19,4,2,Non-Holiday,Spring,1684519.99,1468928.37,1571530.57,95489.12664398883,96.44444444444444,1.0,101.96
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,20,4,2,Non-Holiday,Spring,1611096.05,1684519.99,1590111.57,89577.14311157566,96.44444444444444,1.0,100.07
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,21,4,2,Non-Holiday,Spring,1595901.87,1611096.05,1611740.615,53905.366668781426,96.44444444444444,1.0,100.26
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,22,4,2,Non-Holiday,Summer,1555444.55,1595901.87,1596730.0125000002,29896.966231018472,96.44444444444444,0.95,87.46
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,23,4,2,Non-Holiday,Summer,1624477.58,1555444.55,1618263.74,59779.420941282624,96.44444444444444,0.95,98.05
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,24,4,2,Non-Holiday,Summer,1697230.96,1624477.58,1626940.0225,57942.295517973784,96.44444444444444,0.95,85.2
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,25,4,2,Non-Holiday,Summer,1630607.0,1697230.96,1620040.3375,69736.56759614874,96.44444444444444,0.95,94.31
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,26,4,2,Non-Holiday,Summer,1527845.81,1630607.0,1599026.315,79880.49776589034,96.44444444444444,0.95,101.66
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,27,4,3,Non-Holiday,Summer,1540421.49,1527845.81,1617182.115,111597.71473643935,96.44444444444444,0.95,87.08
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,28,4,3,Non-Holiday,Summer,1769854.16,1540421.49,1591283.875,119204.76594882054,96.44444444444444,0.95,89.03
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,29,4,3,Non-Holiday,Summer,1527014.04,1769854.16,1583811.1124999998,125288.86033609518,96.44444444444444,0.95,92.08
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,30,4,3,Non-Holiday,Summer,1497954.76,1527014.04,1558486.6675,145577.4371439765,96.44444444444444,0.95,89.32
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,4,3,Non-Holiday,Summer,1439123.71,1497954.76,1523807.075,80352.0424686347,96.44444444444444,0.95,84.52
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,4,3,Non-Holiday,Summer,1631135.79,1439123.71,1540156.0575,87552.39926157038,96.44444444444444,0.95,91.94
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,4,3,Non-Holiday,Summer,1592409.97,1631135.79,1565134.3800000001,85732.77482455326,96.44444444444444,0.95,86.76
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,34,4,3,Non-Holiday,Summer,1597868.05,1592409.97,1578884.0475,59042.718439170385,96.44444444444444,0.95,93.79
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,4,3,Non-Holiday,Summer,1494122.38,1597868.05,1566620.95,48773.574891247714,96.44444444444444,0.95,87.41
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,36,4,3,Holiday,Fall,1582083.4,1494122.38,1583960.29,69093.49716391067,96.44444444444444,1.02,106.0
